año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tipo_lodo;capitulo_ler;subcapitulo_ler;nombre_ler;ler_codigo
2023;Lodos;4586808;PLANTA TRATAMIENTO DE AGUAS SERVIDAS DE TONGOY;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,27617188;-71,48184898;4102;Coquimbo;Elqui;Coquimbo;Plantas de tratamiento de aguas servidas;14;99,09;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586810;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE ANDACOLLO;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,23289848;-71,07445286;4103;Andacollo;Elqui;Coquimbo;Plantas de tratamiento de aguas servidas;14;83,73;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586779;PLANTA TRATAMIENTO AGUAS SERVIDAS CHANARAL ALTO;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,87569858;-71,00392344;4303;Monte Patria;Limarí;Coquimbo;Plantas de tratamiento de aguas servidas;14;9,07;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586782;PLANTA TRATAMIENTO AGUAS SERVIDAS COMBARBALA;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-31,17228744;-71,00790916;4302;Combarbalá;Limarí;Coquimbo;Plantas de tratamiento de aguas servidas;14;96,41;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586792;PLANTA TRATAMIENTO AGUAS SERVIDAS EL PALQUI;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,773079;-70,950601;4303;Monte Patria;Limarí;Coquimbo;Plantas de tratamiento de aguas servidas;14;66,64;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5403980;PLANTA TRATAMIENTO AGUAS SERVIDAS MONTE PATRIA;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,69681324;-70,95610083;4303;Monte Patria;Limarí;Coquimbo;Plantas de tratamiento de aguas servidas;14;132,05;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5460543;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE SOTAQUI;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-30,62995005;-71,13155983;4301;Ovalle;Limarí;Coquimbo;Plantas de tratamiento de aguas servidas;14;9,45;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;152;DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-32,92610542;-70,28726234;5301;Los Andes;Los Andes;Valparaíso;Minería;4;112,88;Relleno Sanitario;11;Lodo Estabilizado;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;386175;CENTINELA SULFUROS;MINERA CENTINELA;76727040-2;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,97708426;-69,1196501;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;26,27;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586344;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, OSORNO;SURALIS S.A.;96579800-5;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-40,55181287;-73,15078222;10301;Osorno;Osorno;Los Lagos;Captación, tratamiento y distribución de agua;13;131,2;Mono Relleno;14;Lodo Estabilizado;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402844;MINERA SPENCE S.A.;MINERA SPENCE S.A.;86542100-1;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,86114412;-69,29568255;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;14,27;Mono Relleno;14;Lodo Estabilizado;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5460890;PLANTA FAENADORA DE CERDOS LAS PATAGUAS;COMERCIAL MAXAGRO S.A.;91944000-7;Elaboración y conservación de carne;C1010;Explotación de mataderos de bovinos, ovinos, equinos, caprinos, porcinos y camélidos;C101011;-34,3245781;-71,39024212;6113;Pichidegua;Cachapoal;Libertador Gral. Bernardo O'Higgins;Otras industrias manufactureras;10;16,71;Relleno Sanitario;11;Lodo Estabilizado;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;244520;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS TALAGANTE;AGUAS ANDINAS S A;61808000-5;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-33,69021653;-70,97375484;13601;Talagante;Talagante;Metropolitana de Santiago;Plantas de tratamiento de aguas servidas;14;7626;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585453;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS BUIN MAIPO;AGUAS ANDINAS S A;61808000-5;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-33,75096594;-70,80900115;13402;Buin;Maipo;Metropolitana de Santiago;Plantas de tratamiento de aguas servidas;14;7952;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585478;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS SAN JOSE DE MAIPO;AGUAS ANDINAS S A;61808000-5;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-33,63623119;-70,35384915;13203;San José de Maipo;Cordillera;Metropolitana de Santiago;Plantas de tratamiento de aguas servidas;14;599;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4586798;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS ALGARROBITO;AGUAS DEL VALLE S A;99541380-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-29,93856795;-71,14285545;4101;La Serena;Elqui;Coquimbo;Plantas de tratamiento de aguas servidas;14;6,06;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;96280;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;96790240-3;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-31,82171643;-70,58369793;4204;Salamanca;Choapa;Coquimbo;Minería;4;0,52;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4803699;DIVISIÓN RADOMIRO TOMIC;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,19959908;-68,86765085;2201;Calama;El Loa;Antofagasta;Minería;4;10;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;333,48;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;341,19;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;13,45;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;224,61;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;222,46;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;52,68;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;189,11;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;299,61;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;159,16;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;131,92;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;98,06;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;19,73;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;172,14;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;76,45;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;177,29;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;311,63;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;270,81;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;63,68;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;63,44;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;53,53;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;51,96;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;20,55;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;42,02;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;51,2;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;53;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402999;PLANTA DE TRATAMIENTO DE AS MAITENES;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,44321824;-71,23707752;5401;La Ligua;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;41,13;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
