año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;id_region;region;rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;subcapitulo_ler;nombre_ler;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;rut_razon_social_trazabilidad;comuna_trazabilidad;id_comuna_trazabilidad;region_trazabilidad
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;1;0,48;Pretratamiento de Metales;44;Recolección;5;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 01 | Limaduras y virutas de metales férreos;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Punta Arenas;12101;Magallanes y de la Antártica Chilena
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;1;1;Pretratamiento de Metales;44;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 10 | Residuos metálicos;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Punta Arenas;12101;Magallanes y de la Antártica Chilena
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;1;10,5;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 05 | Hierro y acero no galvanizados;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Punta Arenas;12101;Magallanes y de la Antártica Chilena
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;1;18,73;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 12 | Hierro y acero galvanizados;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Punta Arenas;12101;Magallanes y de la Antártica Chilena
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;7,163;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 05 | Hierro y acero no galvanizados;5476883;COMERCIAL HUAL LTDA;COMERCIAL HUAL LTDA;85051600-6;Maipú;13119;Metropolitana de Santiago
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;12,978;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 02 | Aluminio;5476883;COMERCIAL HUAL LTDA;COMERCIAL HUAL LTDA;85051600-6;Maipú;13119;Metropolitana de Santiago
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;41,402;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 01 | Cobre, bronce, latón;5476883;COMERCIAL HUAL LTDA;COMERCIAL HUAL LTDA;85051600-6;Maipú;13119;Metropolitana de Santiago
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;285,03;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 12 | Hierro y acero galvanizados;5451967;CENTRO DE RECICLAJE TEMUCO;ACEROS AZA S.A.;92176000-0;Temuco;9101;La Araucanía
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;706,553;Reciclaje de metales;20;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;5451967;CENTRO DE RECICLAJE TEMUCO;ACEROS AZA S.A.;92176000-0;Temuco;9101;La Araucanía
2023;I.R.A.R;5489388;Cometsur;SOCIEDAD COMERCIAL COMETSUR LIMITADA;76525811-1;Venta al por mayor de metales y minerales metalíferos;G4662;Venta al por mayor de metales y minerales metalíferos;G466200;-53,1586692;-70,8930774;12101;Punta Arenas;Magallanes;12;Magallanes y de la Antártica Chilena;Comercio mayorista;2;751,317;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 05 | Hierro y acero no galvanizados;5451967;CENTRO DE RECICLAJE TEMUCO;ACEROS AZA S.A.;92176000-0;Temuco;9101;La Araucanía
2023;I.R.A.R;5477168;CTI - ESTACIÓN DE TRANSFERENCIA;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32255279;-71,3895199;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1256,585;Residuos municipales asimilables a domiciliarios;56;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 07 | Residuos voluminosos (incluidos muebles);5477168;CTI - ESTACIÓN DE TRANSFERENCIA;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,04;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);02 07 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,118;Pretratamiento de Vidrio;37;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";05 | Residuos de la industria de productos lácteos;02 05 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,193;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 01 | Envases de papel y cartón;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,228;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";05 | Residuos de la industria de productos lácteos;02 05 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,229;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 01 | Lodos de lavado y limpieza;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,418;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);02 07 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,5;Pretratamiento de plásticos;45;Recolección;5;05 | Residuos del refino de petróleo, purificación del gas natural y tratamiento pirolítico del carbón;"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 01 | Lodos de lavado, limpieza, pelado, centrifugado y separación;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,583;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";05 | Residuos de la industria de productos lácteos;02 05 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;0,857;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,06;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 01 | Lodos de lavado y limpieza;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,077;Pretratamiento de Metales;44;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,299;Pretratamiento de plásticos;45;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 01 | Lodos de lavado, limpieza, pelado, centrifugado y separación;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,403;Pretratamiento de plásticos;45;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,533;Pretratamiento (I.R.A.R.);35;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 01 | Lodos de lavado, limpieza, pelado, centrifugado y separación;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;1,6;Pretratamiento de Vidrio;37;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 01 | Lodos de lavado y limpieza;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;3,035;Pretratamiento de Vidrio;37;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);02 07 99 | Residuos no especificados en otra categoría;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;3,175;Pretratamiento de Vidrio;37;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 01 | Lodos de lavado, limpieza, pelado, centrifugado y separación;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;3,25;Pretratamiento de Vidrio;37;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;6,595;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 01 | Lodos de lavado, limpieza, pelado, centrifugado y separación;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;24,636;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;76,097;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;1;112,976;Pretratamiento de Vidrio;37;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Casablanca;5102;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;2;5;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;;COMERCIALIZADORA PLASTIVAL LIMITADA;COMERCIALIZADORA PLASTIVAL LIMITADA;76739760-7;La Granja;13111;Metropolitana de Santiago
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;2;7,5;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5467294;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A;76190988-6;Valparaíso;5101;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;2;8,656;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5461854;SOREPA VIÑA DEL MAR;SOC RECUPERADORA DE PAPEL SPA;86359300-K;Viña del Mar;5109;Valparaíso
2023;I.R.A.R;5477167;CTI - PLANTA MUNICIPAL DE SEGREGACIÓN;I MUNICIPALIDAD DE CASABLANCA;69061400-6;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-33,32287962;-71,38987252;5102;Casablanca;Valparaíso;5;Valparaíso;Otras actividades;2;19,213;Reciclaje de vidrio;19;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;93372000-4;Cerrillos;13102;Metropolitana de Santiago
